,Product_ID,Average_rating,Minimum_ratings,Maximum_rating,ONE_Star_Rating,TWO_Star_Rating,THREE_Star_Rating,FOUR_Star_Rating,FIVE_Star_Rating,Total_ratings
6069,B007GPBU60,4,4,5,2,1,1,1,5,6
6070,B007GQSJQS,4,2,5,1,1,1,2,17,5
6071,B007GR49ZC,4,1,5,3,2,1,3,7,7
6072,B007GT2T0C,3,1,5,5,1,1,2,3,10
6073,B007GYGDCM,3,1,5,4,1,5,6,2,9
6074,B007H50VF0,3,1,5,2,2,5,1,9,13
6075,B007H5O6SS,4,1,5,5,1,5,1,2,7
6076,B007H933J2,4,2,5,3,2,1,2,17,6
6077,B007HBLXI8,4,3,5,1,1,3,1,2,32
6078,B007HBPGJU,4,1,5,2,1,7,2,39,121
6079,B007HHZQ2G,3,1,5,4,3,1,5,2,3
6080,B007HI5NXW,4,4,5,5,1,1,19,11,8
6081,B007HISFO6,4,1,5,1,2,3,7,3,11
6082,B007HJA3PE,4,4,5,2,2,2,3,4,5
6083,B007HREON8,3,1,5,2,1,1,12,2,3
6084,B007HS0X2S,5,5,5,3,2,1,1,13,3
6085,B007HUD512,4,1,5,3,1,2,5,2,14
6086,B007HUTXV8,4,3,5,1,1,2,8,2,26
6087,B007HVPS4S,3,2,5,2,7,1,1,2,2
6088,B007HVRXKK,5,5,5,7,1,1,1,4,3
6089,B007HY4LVG,2,1,5,1,1,1,2,11,4
6090,B007I4GHFI,4,1,5,2,1,5,2,1,27
6091,B007I782J4,4,3,5,1,12,1,2,7,3
6092,B007IE0Z74,4,1,5,1,1,2,2,5,17
6093,B007IFAP6Y,4,2,5,1,1,1,2,4,10
6094,B007IIFHIM,4,2,5,5,1,7,15,11,24
6095,B007IIQXTY,3,2,5,3,3,4,3,3,5
6096,B007IIT8KU,4,1,5,1,1,2,1,6,56
6097,B007IJ7T50,4,2,5,1,2,1,6,3,11
6098,B007IJ7T5K,3,1,5,1,1,1,10,1,11
6099,B007IJ7VE4,5,5,5,14,2,1,2,1,10
6100,B007IKCXPK,4,3,5,1,1,8,1,8,4
6101,B007IKFUUK,4,1,5,1,1,2,9,14,25
6102,B007IKJGZK,4,4,5,3,2,1,4,2,3
6103,B007IMPTNQ,4,4,5,1,1,1,15,3,46
6104,B007INF67O,4,1,5,1,1,1,1,11,44
6105,B007INYZC6,2,1,5,4,1,1,2,1,5
6106,B007IO6JRE,4,2,5,1,1,1,11,38,4
6107,B007IOCEQY,3,1,5,1,3,2,1,5,14
6108,B007IOET6W,4,3,5,1,1,2,1,2,7
6109,B007IRF9OA,5,5,5,1,1,12,8,58,4
6110,B007ITNJS6,4,4,5,7,1,3,2,3,7
6111,B007IUQ2LQ,4,3,5,1,1,2,3,2,8
6112,B007IVZX6K,4,2,5,1,3,1,1,5,34
6113,B007IVZXBU,3,2,5,2,1,2,4,26,6
6114,B007IWJGZ8,4,3,5,6,1,2,2,2,18
6115,B007IXLQ7S,4,1,5,4,1,3,6,36,16
6116,B007IXPJDA,2,1,3,13,1,1,2,2,4
6117,B007J3GAP0,4,3,5,2,1,1,2,10,5
6118,B007J3GCBM,5,5,5,1,2,1,3,5,4
6119,B007J3GD3Y,5,5,5,1,1,7,3,3,4
6120,B007J5AAW2,3,1,5,3,11,3,1,3,14
6121,B007J7IKVI,4,1,5,2,1,1,7,4,38
6122,B007JFEDRU,3,1,5,4,8,1,11,4,6
6123,B007JFI452,5,5,5,1,2,7,1,15,2
6124,B007JFNPFQ,4,4,5,2,1,1,1,8,5
6125,B007JH6WFO,3,1,5,1,1,1,3,10,6
6126,B007JLAN32,4,1,5,1,1,2,2,4,40
6127,B007JLIRSU,4,4,5,1,2,2,1,3,2
6128,B007JLJNEC,4,4,5,1,1,1,2,1,9
6129,B007JM41CU,3,1,5,1,1,2,1,1,10
6130,B007JM5RSC,3,1,5,6,10,2,2,7,5
6131,B007JNG4JW,3,1,5,1,3,1,4,12,7
6132,B007JNZFTM,4,4,5,1,3,1,2,4,3
6133,B007JPSEP2,4,1,5,1,2,5,5,3,38
6134,B007JPX68W,4,1,5,1,2,7,2,63,18
6135,B007JVQ96W,3,3,5,1,2,1,1,3,4
6136,B007JWWKMI,4,2,5,1,1,1,17,13,36
6137,B007JWXG2Q,3,1,5,1,2,2,7,1,4
6138,B007JX8G9S,5,5,5,2,1,6,2,2,3
6139,B007JYETFW,3,1,5,1,1,1,2,4,3
6140,B007JZ59OG,4,2,5,1,2,1,1,58,5
6141,B007JZGO6S,4,1,5,1,1,1,2,1,87
6142,B007JZU8N8,4,3,5,1,3,4,1,1,15
6143,B007K0G3S6,2,1,5,3,4,3,1,7,16
6144,B007K0T12Q,3,1,5,3,3,4,1,4,3
6145,B007K1AT2Q,4,3,5,1,2,3,2,2,5
6146,B007K3A12C,2,1,5,3,2,2,5,3,4
6147,B007K3AJ06,2,1,5,1,1,1,6,71,5
6148,B007K3R9Y0,3,1,5,2,5,2,2,8,20
6149,B007K3RM4C,3,1,5,2,1,1,6,14,13
6150,B007K3RNDW,3,1,5,23,1,1,2,3,4
6151,B007K3TIBW,4,3,5,11,1,1,4,1,19
6152,B007K469PO,5,5,5,6,1,3,1,6,2
6153,B007K48E1Q,5,5,5,1,2,9,12,22,2
6154,B007K4GGI4,4,2,5,1,4,2,4,4,3
6155,B007K4H214,3,1,5,2,1,2,2,5,5
6156,B007K5H5D8,2,1,5,1,1,5,1,5,3
6157,B007K8MT0O,3,1,5,1,1,1,1,9,10
6158,B007K90DM4,4,4,5,1,1,1,12,4,6
6159,B007K9C6DS,4,4,5,7,3,1,2,12,4
6160,B007K9CA0M,4,3,5,1,1,5,6,4,4
6161,B007KBCD7U,5,5,5,17,2,3,14,4,4
6162,B007KCKK3S,3,1,5,2,3,1,3,13,3
6163,B007KDFXNO,3,1,5,1,1,5,2,2,8
6164,B007KH4KR0,3,2,5,1,6,5,16,3,5
6165,B007KL99BI,4,4,5,3,1,4,1,12,3
6166,B007KLCQP4,4,1,5,2,1,1,4,12,9
6167,B007KLM36Q,4,3,5,1,7,2,9,3,5
6168,B007KLM45G,4,1,5,1,2,2,4,10,8
6169,B007KOAX9C,4,1,5,3,2,1,2,3,8
6170,B007KP8DXY,5,5,5,12,1,1,1,5,5
6171,B007KS3CMS,3,2,5,1,1,2,4,8,5
6172,B007KTEDP2,4,3,5,1,1,1,1,4,7
6173,B007KW0YAW,4,2,5,1,1,5,3,3,5
6174,B007KW0YBQ,4,3,5,1,1,2,2,6,4
6175,B007KWXHCY,4,1,5,4,1,2,2,3,45
6176,B007KXFRJY,3,1,5,3,5,2,2,2,7
6177,B007KZQNOA,4,2,5,1,5,2,1,12,3
6178,B007KZT1AI,4,3,5,1,1,1,1,3,3
6179,B007L5NKZO,4,1,5,1,1,1,1,2,138
6180,B007L5NLQC,3,1,5,4,1,1,1,2,7
6181,B007L5YG9I,4,2,5,5,1,1,1,2,5
6182,B007L604LG,3,1,5,4,1,2,2,12,13
6183,B007L71GPS,4,2,5,1,1,3,3,7,23
6184,B007L7PEAG,3,1,5,1,1,9,1,3,23
6185,B007LA4QRA,2,1,5,1,1,1,3,5,12
6186,B007LGCP1I,4,3,5,1,1,1,1,3,16
6187,B007LHTSNK,3,1,5,1,1,1,2,3,6
6188,B007LLYB4M,4,4,5,1,3,1,1,1,7
6189,B007LQCS56,5,5,5,1,1,5,2,2,5
6190,B007LQD2B0,4,3,5,1,1,2,12,3,4
6191,B007LQD68E,4,3,5,1,6,3,1,15,5
6192,B007LWRVKM,4,1,5,2,4,3,5,21,12
6193,B007M2TNHK,5,5,5,1,3,1,2,1,2
6194,B007M4FG3S,3,1,5,2,2,1,1,1,11
6195,B007M52EXM,3,1,5,1,2,1,2,3,31
6196,B007MC6WGK,3,1,5,6,1,1,3,4,66
6197,B007MCI24K,4,4,5,1,1,23,14,5,9
6198,B007MHZ2HK,4,1,5,1,1,4,12,2,16
6199,B007N9L14U,4,3,5,4,3,40,5,8,16
6200,B007NCV29Q,3,1,5,3,1,26,1,3,77
6201,B007NF7B9S,4,2,5,2,1,1,7,3,9
6202,B007NFJN0I,4,1,5,1,3,24,12,2,145
6203,B007NMD7WG,4,1,5,2,1,2,1,2,48
6204,B007NMN906,4,2,5,4,6,4,2,9,11
6205,B007NVZUL8,5,5,5,3,4,1,9,7,4
6206,B007NZDC0U,5,5,5,4,2,2,1,3,3
6207,B007O353X0,4,2,5,4,2,1,108,4,20
6208,B007O371XU,4,3,5,1,3,4,4,32,9
6209,B007O3NIKU,4,4,5,2,1,1,2,9,5
6210,B007O59Z7I,4,1,5,2,1,3,1,2,19
6211,B007ONDFJO,2,1,3,2,1,4,1,4,3
6212,B007OQTA9K,5,5,5,1,2,4,2,2,1
6213,B007OUILM8,3,2,5,1,1,1,3,69,6
6214,B007OWQGI2,4,2,5,2,2,2,2,4,4
6215,B007OWRSLQ,4,2,5,2,1,3,1,2,13
6216,B007OX76OO,4,3,5,5,1,1,4,4,6
6217,B007OXLFM8,5,5,5,1,2,2,1,7,3
6218,B007OXW7PW,3,2,5,1,3,1,1,7,4
6219,B007OYB4Y6,4,1,5,1,1,1,3,2,4
6220,B007OZ05SG,3,1,5,2,2,1,2,11,12
6221,B007OZH5X4,4,1,5,1,1,2,2,4,7
6222,B007OZHJIU,4,4,5,2,1,1,3,2,6
6223,B007OZIA1U,4,3,5,1,2,3,3,6,4
6224,B007OZIYXO,4,4,5,10,7,1,3,2,6
6225,B007OZM9GC,3,1,5,6,1,3,2,6,10
6226,B007OZMACK,2,1,3,1,1,2,3,6,3
6227,B007OZRGR4,4,1,5,1,1,2,2,6,6
6228,B007OZRGY2,3,1,5,9,2,4,1,7,6
6229,B007P06106,4,3,5,1,1,1,3,6,5
6230,B007P18ZD6,4,3,5,14,1,1,4,6,6
6231,B007P1RTM4,3,1,5,1,1,1,9,10,18
6232,B007P1RTO2,4,1,5,5,1,2,1,9,7
6233,B007P1RTOC,4,1,5,1,2,1,3,6,19
6234,B007P21K2I,4,3,5,6,10,2,2,15,7
6235,B007P39V2S,3,1,5,3,2,1,2,3,8
6236,B007P4XIV2,3,1,5,2,1,16,2,3,3
6237,B007P57ILM,4,2,5,3,1,14,3,4,10
6238,B007P5DNHK,5,5,5,2,2,3,4,4,2
6239,B007P5DO2Y,3,2,5,9,1,11,1,3,6
6240,B007P5NM5I,4,3,5,1,1,1,9,2,4
6241,B007P5NNDE,4,1,5,1,1,1,3,2,43
6242,B007P637DY,4,3,5,5,12,1,2,7,6
6243,B007P736SE,4,3,5,1,4,2,1,2,5
6244,B007P78J68,4,1,5,1,1,2,1,26,17
6245,B007P7EVMY,4,1,5,1,1,4,1,20,9
6246,B007P7MXBK,3,3,5,5,1,1,8,13,5
6247,B007P84VGY,4,1,5,2,2,5,6,2,14
6248,B007P8DX8G,4,3,5,2,1,5,2,13,18
6249,B007P8E61O,3,1,4,5,1,2,1,5,4
6250,B007PA806E,4,2,5,2,1,1,3,8,9
6251,B007PACK6A,4,1,5,1,1,2,9,5,17
6252,B007PCU95C,3,1,5,1,8,2,3,33,22
6253,B007PEWEIU,2,1,5,1,1,16,2,5,5
6254,B007PF7K56,3,3,5,1,2,1,1,3,4
6255,B007PFJ72A,4,3,5,1,1,2,2,3,4
6256,B007PFYWLQ,3,1,5,1,1,1,9,12,5
6257,B007PIVYEQ,4,3,5,1,2,2,4,3,6
6258,B007PJEZ32,3,1,5,3,2,1,29,2,9
6259,B007PJSQBE,4,3,5,6,4,1,1,3,6
6260,B007PKDU6E,4,1,5,1,1,3,1,3,4
6261,B007PKF02G,4,3,5,1,3,2,3,3,4
6262,B007PKO54U,4,2,5,5,1,4,3,47,16
6263,B007PKOI9W,4,3,5,1,2,1,2,1,7
6264,B007PMRBRQ,3,1,5,6,1,9,1,4,6
6265,B007PNC8NM,2,1,5,1,1,9,3,40,5
6266,B007PNYYJS,3,1,5,2,1,2,1,11,7
6267,B007PNYZNI,4,4,5,1,3,2,1,2,6
6268,B007POTSRK,4,3,5,2,3,1,1,17,6
6269,B007PP17OQ,4,2,5,5,1,33,6,1,10
6270,B007PPYXMY,4,3,5,2,2,2,1,3,6
6271,B007PQJXN2,3,2,5,1,2,1,1,8,5
6272,B007PRXCIS,4,2,5,2,1,1,8,7,5
6273,B007PSPQ7W,3,1,5,1,2,1,2,3,106
6274,B007PTNKJ2,4,4,5,1,1,1,3,8,4
6275,B007PTQI1Y,4,2,5,2,3,1,6,1,6
6276,B007PVKT9E,4,4,5,4,2,3,32,5,3
6277,B007PWGO4W,4,3,5,1,2,15,15,5,11
6278,B007PWXV0M,4,1,5,1,2,1,5,2,22
6279,B007PX2JEA,4,4,5,2,1,1,35,3,7
6280,B007PY57ZC,3,1,5,6,1,1,2,2,14
6281,B007PY5MO8,3,1,5,3,2,1,4,8,42
6282,B007PY5PJU,3,1,5,19,4,3,2,3,16
6283,B007PY5S74,3,1,5,1,1,4,14,4,8
6284,B007PY64XQ,4,4,5,1,3,1,3,1,3
6285,B007PY653A,4,1,5,5,1,2,2,64,24
6286,B007PY90EG,3,1,5,2,1,3,2,31,27
6287,B007PYF7J8,5,5,5,2,1,4,1,18,4
6288,B007PYMFZ2,4,1,5,1,1,1,2,60,15
6289,B007PYMG06,4,1,5,2,11,7,4,7,27
6290,B007PYW7AU,4,1,5,1,2,1,5,2,74
6291,B007PYY8K2,4,1,5,2,2,1,3,44,109
6292,B007PZEA2C,4,4,5,1,1,3,2,1,4
6293,B007PZMD7G,4,1,5,1,1,8,2,1,81
6294,B007Q4Q5UC,4,4,5,3,1,2,6,1,4
6295,B007Q4Z1NE,4,1,5,3,1,1,1,4,14
6296,B007Q7UVBS,4,4,5,1,3,1,2,6,3
6297,B007QG5BT6,3,1,5,1,1,1,2,5,4
6298,B007QXNQXC,3,1,5,2,7,1,10,4,23
6299,B007R1528K,4,4,5,2,1,1,9,7,5
6300,B007R2SD1W,4,3,5,1,1,1,2,3,12
6301,B007R2SD26,4,4,5,2,1,1,7,5,6
6302,B007R529PA,4,3,5,4,1,1,1,10,3
6303,B007R5I8KA,4,1,5,2,2,4,2,21,14
6304,B007R65KW8,4,3,5,1,7,1,1,10,4
6305,B007R6OF9C,4,2,5,1,1,4,1,2,10
6306,B007R6TLPU,4,4,5,4,4,2,3,2,12
6307,B007R7AEQO,3,1,5,2,2,3,2,7,4
6308,B007R7I2R2,4,1,5,1,1,1,1,2,7
6309,B007R7IEES,3,3,5,2,2,4,2,12,9
6310,B007R8CMH2,3,1,5,1,1,13,1,3,17
6311,B007RGA2R6,5,5,5,1,1,13,4,5,6
6312,B007RMQ3H8,4,1,5,2,1,3,1,2,12
6313,B007RNCK6K,4,3,5,1,1,16,5,2,8
6314,B007RPLKAK,4,4,5,1,1,1,5,5,3
6315,B007RPM4W8,5,5,5,2,2,3,6,66,1
6316,B007RQJXB2,4,1,5,4,3,2,1,55,17
6317,B007RQMCL0,4,4,5,1,1,1,2,356,12
6318,B007RRPPH2,3,2,5,1,3,6,1,9,6
6319,B007RRV6MU,3,1,5,1,4,3,1,1,6
6320,B007RSOO00,4,3,5,1,5,8,2,1,6
6321,B007RVIY12,4,3,5,2,1,2,7,9,9
6322,B007RW36F0,4,4,5,9,2,3,1,2,4
6323,B007RXH2HM,4,3,5,2,1,3,7,7,7
6324,B007S02JXG,4,4,5,1,1,2,1,6,4
6325,B007S0NDJK,4,4,5,1,1,9,1,72,6
6326,B007S2J8U6,4,2,5,1,1,1,1,7,6
6327,B007S684P2,3,2,5,5,1,1,2,5,6
6328,B007S7H7LI,3,2,5,2,1,1,5,4,8
6329,B007S8XR7U,4,4,5,1,2,2,1,1,9
6330,B007S8XRFM,4,4,5,1,1,2,3,18,8
6331,B007SJHHH0,3,1,5,3,1,1,1,23,9
6332,B007SJZUSI,3,1,5,1,1,2,5,5,8
6333,B007SO13XO,4,1,5,3,4,1,1,145,22
6334,B007STDALM,4,1,5,1,2,2,2,2,13
6335,B007SYKGIC,5,5,5,1,33,1,4,97,5
6336,B007SZWFDA,4,2,5,2,3,1,1,12,6
6337,B007TAFA54,4,3,5,2,1,2,3,3,5
6338,B007TB7RIG,5,5,5,5,1,3,1,27,6
6339,B007TNFVKA,5,5,5,3,1,2,1,12,1
6340,B007TRUW0A,4,1,5,1,2,1,3,9,22
6341,B007TRUW32,4,1,5,1,1,1,31,2,8
6342,B007TSRFZY,3,1,5,1,1,1,2,1,52
6343,B007TY9F10,4,3,5,1,1,1,1,41,7
6344,B007TYEJ2U,2,1,5,1,1,2,2,12,5
6345,B007TYUUPK,4,1,5,1,1,1,2,1,70
6346,B007TZI45W,4,4,5,1,1,4,4,2,9
6347,B007UKSHVC,4,4,5,1,5,1,9,4,4
6348,B007UOIVAU,3,1,5,1,1,1,1,6,8
6349,B007UT47TE,4,4,5,3,1,1,1,7,6
6350,B007UT5ZGS,3,3,5,1,1,1,1,2,4
6351,B007UT62HO,2,1,5,1,1,6,3,5,4
6352,B007UT6DQ4,4,4,5,1,1,2,1,2,6
6353,B007UZCHV8,4,3,5,1,1,1,1,6,5
6354,B007UZCIBW,3,1,5,1,1,1,8,22,52
6355,B007V5GVTQ,3,1,5,1,1,2,2,3,6
6356,B007V61ZIC,4,2,5,2,2,5,2,22,17
6357,B007V68NV4,4,3,5,1,1,2,1,13,7
6358,B007V7XOSK,4,1,5,1,2,1,1,2,34
6359,B007VAWS1G,4,4,5,3,4,3,15,62,6
6360,B007VFCC0S,4,4,5,3,14,11,4,5,5
6361,B007VHFL7M,4,1,5,2,2,4,5,12,6
6362,B007VIT81G,3,3,4,1,2,1,1,12,2
6363,B007VLDLQG,4,3,5,1,1,3,4,1,5
6364,B007VOLRIM,3,1,5,2,1,6,3,5,2
6365,B007VP2RA8,4,1,5,1,2,2,11,1,10
6366,B007W235LU,4,2,5,2,2,1,7,9,12
6367,B007W7PIOW,4,3,5,1,2,2,2,13,9
6368,B007W93ZCW,4,4,5,1,2,1,1,18,4
6369,B007WAWHOS,4,1,5,1,1,1,1,3,27
6370,B007WAWHQQ,4,1,5,2,1,1,28,14,17
6371,B007WDG6OW,3,2,5,1,2,1,6,3,5
6372,B007WGFN8E,4,3,5,4,1,2,5,38,13
6373,B007WGFN8Y,4,1,5,2,1,1,2,10,7
6374,B007WGFNCU,4,4,5,2,1,5,1,4,2
6375,B007WGFNHU,4,3,5,1,3,2,1,1,8
6376,B007WGHOY0,5,5,5,5,1,12,3,1,5
6377,B007WHYPPU,4,2,5,2,1,2,3,3,8
6378,B007WIB0R0,3,1,5,11,8,6,4,3,43
6379,B007WL44Y8,4,3,5,3,1,4,1,5,11
6380,B007WMPUUO,4,4,5,5,3,2,1,4,5
6381,B007WMPVW6,3,1,5,4,4,2,2,2,4
6382,B007WN1ZNE,4,2,5,1,2,1,17,2,18
6383,B007WN4F0Y,4,3,5,1,7,3,1,2,4
6384,B007WO5LF6,4,1,5,1,1,1,1,11,27
6385,B007WQCWL0,3,1,5,1,1,6,2,1,4
6386,B007WUMQEO,4,1,5,1,1,8,1,43,58
6387,B007WVNWKK,3,1,5,2,2,1,14,2,5
6388,B007WWII3A,4,1,5,1,1,2,4,2,18
6389,B007WXOS7Y,4,1,5,1,1,1,1,1,4
6390,B007WZLXX4,3,1,5,1,1,11,1,3,9
6391,B007X4DKDK,3,2,5,1,2,2,3,4,5
6392,B007X4XS3C,4,3,5,1,1,1,2,9,19
6393,B007X5U3UW,3,2,5,1,2,1,1,2,6
6394,B007X63K1A,3,1,5,4,1,1,2,3,5
6395,B007X6JQ7W,3,1,5,2,1,8,1,3,5
6396,B007X7JAKO,4,4,5,3,1,2,1,11,6
6397,B007X91XO8,3,1,5,2,1,1,6,28,21
6398,B007X92JWS,3,1,5,1,1,1,45,4,7
6399,B007X93VUM,2,1,3,3,2,2,2,4,3
6400,B007XD7RQM,4,4,5,1,1,4,1,30,10
6401,B007XL3YP2,4,3,5,1,2,1,2,2,7
6402,B007XL4SKC,4,3,5,1,3,1,2,14,6
6403,B007XL5H20,4,1,5,1,1,1,1,3,19
6404,B007XMCMQI,4,3,5,1,2,3,2,2,5
6405,B007XORQ08,3,3,3,1,1,5,2,4,1
6406,B007XP9BLY,3,1,5,4,1,1,2,8,15
6407,B007XPPA0U,5,5,5,1,2,2,1,6,3
6408,B007XPPA1Y,3,2,5,1,4,2,6,3,3
6409,B007XPPA28,4,4,5,3,1,2,1,3,2
6410,B007XUU6EA,4,3,5,5,1,1,1,6,10
6411,B007XWP788,4,1,5,1,1,1,1,6,26
6412,B007Y053NS,2,1,5,3,2,5,1,7,7
6413,B007Y05GHQ,1,1,2,1,1,1,1,3,3
6414,B007Y117IC,4,1,5,1,1,1,3,1,4
6415,B007Y2T9VI,4,4,5,3,1,1,4,244,13
6416,B007Y3SF30,3,1,5,1,3,1,7,4,4
6417,B007Y6YRIO,3,1,5,1,1,2,2,12,68
6418,B007Y73CGQ,3,1,5,1,1,1,2,2,17
6419,B007Y7MPQ4,3,2,5,2,1,1,13,17,6
6420,B007Y8TP52,4,1,5,2,1,5,6,31,91
6421,B007Y94CPO,4,4,5,1,4,2,1,12,5
6422,B007YAHXZ4,3,2,5,1,2,1,1,3,5
6423,B007YAI4I4,4,3,5,3,1,5,65,32,7
6424,B007YIG9B0,3,2,4,2,1,1,2,14,4
6425,B007YLO68U,4,2,5,1,2,1,31,2,28
6426,B007YMFR0A,3,1,5,2,1,3,3,1,3
6427,B007YT0ZIM,4,1,5,1,8,43,2,14,47
6428,B007YVT54U,5,5,5,1,3,5,2,9,2
6429,B007YYUUA0,3,1,5,5,1,1,2,4,22
6430,B007YYYMI6,5,5,5,1,1,1,1,45,5
6431,B007YYYMIG,4,3,5,2,1,1,1,114,4
6432,B007YZCHVE,3,3,3,1,2,2,3,26,2
6433,B007YZCJ9E,4,4,5,2,4,2,2,2,4
6434,B007Z0KUOE,4,4,5,1,4,1,6,1,6
6435,B007Z0OEJG,5,5,5,3,1,1,3,3,4
6436,B007Z0OEJQ,4,2,5,1,2,5,3,69,23
6437,B007Z0OEK0,5,5,5,1,1,2,2,2,8
6438,B007Z0OEP0,4,2,5,1,2,2,2,5,16
6439,B007Z0UTD6,4,3,5,1,2,2,1,5,8
6440,B007Z0VQBA,4,1,5,1,1,1,1,15,5
6441,B007Z0VUGQ,3,1,5,1,1,3,1,10,5
6442,B007Z0VXHM,2,1,5,3,1,3,2,32,4
6443,B007Z0VXUO,4,2,5,5,2,1,2,3,13
6444,B007Z0VXZY,4,3,5,3,1,7,11,4,20
6445,B007Z0VYA8,4,1,5,1,1,2,4,1,5
6446,B007Z0VYLM,4,1,5,1,1,1,1,7,4
6447,B007Z419BI,4,1,5,3,1,1,47,5,91
6448,B007Z4ZT46,4,4,5,1,1,2,1,11,4
6449,B007Z5Y702,3,1,5,2,1,1,6,27,33
6450,B007ZFKF9Y,4,3,5,21,3,2,1,2,4
6451,B007ZFPWLA,3,1,5,6,1,3,1,17,8
6452,B007ZGTY86,4,4,5,1,1,1,1,72,5
6453,B007ZKG77I,4,1,5,2,4,3,2,6,95
6454,B007ZL0PI4,3,2,5,2,1,1,3,8,6
6455,B007ZL0QVA,4,3,5,3,1,2,1,4,3
6456,B007ZL0S7C,4,2,5,1,1,2,2,6,8
6457,B007ZL0URU,4,2,5,5,1,2,2,3,5
6458,B007ZL0UTS,4,3,5,2,1,3,1,1,5
6459,B007ZLAVXI,4,2,5,1,1,1,1,5,6
6460,B007ZN5LE0,4,1,5,3,2,8,1,5,108
6461,B007ZN5MNA,4,3,5,1,1,3,2,3,17
6462,B007ZQJ5XU,4,3,5,1,4,1,39,9,17
6463,B007ZSENLW,4,4,5,2,4,1,1,1,4
6464,B007ZSGR9S,3,1,5,1,5,2,3,3,6
6465,B007ZSWEKO,3,1,5,3,2,1,1,6,20
6466,B007ZXI5D4,4,3,5,1,1,3,1,4,30
6467,B007ZZ43DS,4,2,5,1,3,7,3,2,7
6468,B007ZZHKGA,5,5,5,9,3,1,1,3,5
6469,B007ZZQB0Q,3,1,5,1,2,1,7,3,14
6470,B00804T8A6,4,1,5,1,1,1,3,4,13
6471,B00805SEHI,3,1,5,3,1,1,8,5,10
6472,B00805SEKK,4,2,5,10,1,3,1,5,23
6473,B00806HGM6,4,4,5,7,4,5,35,1,5
6474,B0080J78W6,4,1,5,6,1,1,1,2,6
6475,B0080MOT7K,4,1,5,1,1,1,12,3,21
6476,B0080U6K9C,3,2,5,4,2,2,1,4,7
6477,B0080V745K,4,2,5,1,1,1,1,2,6
6478,B0080VOCM8,4,1,5,3,5,3,1,7,16
6479,B0080VOQVU,4,1,5,7,2,1,3,2,21
6480,B0080W68WE,4,4,5,1,2,3,2,5,4
6481,B0080Y9PWM,3,1,5,2,1,1,2,3,24
6482,B0080YBO4Y,4,3,5,2,1,4,2,2,6
6483,B00810O9S0,4,3,5,2,1,1,3,5,13
6484,B008123BP0,5,5,5,2,1,2,7,4,8
6485,B008124I2A,5,5,5,1,2,1,4,2,4
6486,B008127B10,4,4,5,1,1,2,11,2,4
6487,B008127SVI,4,4,5,1,1,1,2,3,9
6488,B008131QPQ,4,1,5,2,1,1,2,6,6
6489,B00815G0NC,4,4,5,1,4,1,2,2,6
6490,B008187COU,3,1,5,1,3,1,1,5,24
6491,B00818EQ1M,3,1,5,1,1,1,2,5,10
6492,B0081A3ASU,5,5,5,2,1,3,1,1,2
6493,B0081A3WVA,5,5,5,1,2,6,1,8,2
6494,B0081AYVWO,3,1,5,1,1,10,7,6,5
6495,B0081D1QYC,4,2,5,2,2,27,1,6,18
6496,B0081HMG9M,4,2,5,1,1,13,5,7,15
6497,B0081IJBTO,4,4,5,1,1,4,5,39,4
6498,B0081IXCK8,3,1,5,3,3,15,1,1,13
6499,B0081K40KM,5,5,5,1,3,1,72,6,3
6500,B0081KRLMQ,4,2,5,1,1,2,2,66,7
6501,B0081KU0XI,3,1,5,3,1,4,1,6,5
6502,B0081VB0LI,4,4,5,6,1,2,1,1,3
6503,B0081X0WII,4,4,5,3,1,6,1,13,4
6504,B0081XHMGI,4,3,5,1,2,1,3,1,19
6505,B00822YEJG,4,1,5,2,10,2,3,2,29
6506,B00824HV3U,3,3,5,1,1,1,3,7,3
6507,B00829HFPO,4,3,5,1,1,1,13,4,3
6508,B00829HG5I,4,4,5,3,3,1,3,6,4
6509,B00829HIGU,4,3,5,1,1,2,2,4,5
6510,B00829HKNQ,3,2,5,1,1,9,1,7,11
6511,B0082BYQRC,4,4,5,2,1,21,3,3,4
6512,B0082C24F2,3,1,5,2,1,1,1,4,20
6513,B0082C2600,3,1,5,1,2,2,31,1,6
6514,B0082E0R72,4,3,5,3,2,2,8,1,6
6515,B0082OHYGO,4,4,5,2,1,18,6,5,3
6516,B0082P2LM0,4,3,5,3,10,1,5,6,3
6517,B0082P8KBQ,3,1,5,2,1,3,2,62,22
6518,B0082PFH26,4,1,5,2,1,3,4,3,10
6519,B0082PH1MK,3,2,5,1,1,2,1,4,18
6520,B0082XPT5I,5,5,5,1,1,1,2,78,4
6521,B0082YVBTA,3,1,5,2,1,1,2,2,56
6522,B0082YVBXQ,4,1,5,1,2,1,1,2,15
6523,B00831QIF4,4,3,5,1,1,3,1,22,4
6524,B00835QY90,4,1,5,1,1,2,3,6,8
6525,B00835QYN6,4,4,5,1,2,1,1,3,3
6526,B00836Y6B2,4,1,5,1,2,1,5,3,102
6527,B0083998GC,3,2,5,2,1,1,3,13,9
6528,B00839V630,5,5,5,2,3,1,98,17,2
6529,B0083CJ7CY,4,4,5,1,1,1,7,9,6
6530,B0083CRNKC,4,1,5,2,1,3,1,4,10
6531,B0083DV9OM,4,2,5,4,1,4,2,7,11
6532,B0083HX98M,5,5,5,1,3,11,1,4,2
6533,B0083IFDUS,4,1,5,10,1,2,4,3,15
